20734_113.097867026,28.2286136855_202004_265.512
35081_113.027749854,28.1528846959_201908_179.394
35082_113.02775684,28.153292948_201908_178.51
35083_113.027766416,28.1537012464_201908_180.007
35084_113.027775992,28.1541095448_201908_0.705
35085_113.027794262,28.1548592815_201908_179.309
35087_113.027855295,28.1556733446_201908_6.757
35089_113.028093982,28.1564496556_201908_20.908
35090_113.028284238,28.1568109373_201908_25.194
35091_113.028513432,28.1571481595_201908_33.374
35092_113.028773963,28.1574626119_201908_38.268
35093_113.029075356,28.1577369141_201908_48.419
35094_113.029408085,28.1579729027_201908_49.743
35097_113.030438592,28.1586345461_201908_54.256
35099_113.031137396,28.1590573948_201908_235.358
35100_113.031487668,28.1592674166_201908_233.514
35101_113.021572242,28.1506707357_201908_60.289
35103_113.022352934,28.1510704563_201908_60.114
35104_113.02271491,28.1512595925_201908_61.151
35105_113.023074798,28.1514526692_201908_58.624
35106_113.023383519,28.1517450079_201908_241.265
35117_113.026744541,28.1523266558_201908_82.47
35119_113.028170641,28.1525743409_201908_253.25
35121_113.028971885,28.1528735354_201908_242.14
35124_113.042179817,28.154652755_201908_268.203
35125_113.042588225,28.1546541325_201908_268.436
35126_113.042996633,28.15465551_201908_266.329
35127_113.043405042,28.1546568875_201908_268.131
35129_113.037628816,28.1525488377_201908_193.595
35131_113.037791405,28.1526068267_201908_8.762
35132_113.025250444,28.1513578645_201908_341.377
35133_113.025413831,28.1509842008_201908_158.869
35135_113.025777448,28.1502527779_201908_155.187
35480_113.039473516,28.1545293538_201908_88.169
35481_113.039881773,28.1545405309_201908_88.509
35482_113.040453367,28.1545510053_201908_88.028
35483_113.040861742,28.1545536594_201908_88.667
35496_113.049363419,28.154810867_201908_84.183
35523_113.039149381,28.15464987_201908_269.673
35525_113.040323364,28.1546528635_201908_271.509
35527_113.041140147,28.1546493775_201908_268.041
35555_113.048598024,28.1547717637_201908_84.938
35556_113.030019153,28.153365137_201908_53.442
35579_113.023668198,28.1582373518_201908_191.355
35640_113.04166759,28.1578775932_201908_207.263
35642_113.04206811,28.1586179884_201908_199.594
35644_113.04181503,28.1578601324_201908_206.059
35646_113.041341632,28.1571957709_201908_26.109
36412_113.000208883,28.1590484113_201908_307.954
36413_113.000987278,28.15869734_202006_94.39
36414_113.000587374,28.1587745487_202006_107.439
36420_113.000369297,28.1524505885_202006_78.268
36421_113.000757594,28.1525771773_201908_69.999
36422_113.001145891,28.1527037661_201908_70.486
36423_113.001534628,28.1528289826_201908_69.873
36596_113.037656215,28.1511840303_201908_2.37
36597_113.037677992,28.1515918599_201908_3.543
36599_113.037522464,28.1516021107_201908_184.082
36600_113.038789483,28.1549686357_201908_214.705
36602_113.039336707,28.1555712389_201908_223.901
36604_113.040114165,28.1562162625_201908_232.629
36607_113.037934149,28.1530798758_201908_17.648
36608_113.038086001,28.1534587801_201908_25.832
36957_113.005439157,28.1598596528_202006_278.038
36958_113.005036558,28.1599283056_202006_278.553
36962_113.003223569,28.1596455616_202006_238.143
36965_113.002152327,28.1590509501_202006_238.126
36966_113.001778771,28.1588886778_202006_249.645
36968_113.002171217,28.1589396779_202006_60.075
36970_113.002886824,28.1593333764_202006_57.659
36971_113.003243991,28.1595314409_202006_56.439
36972_113.00360627,28.1597190517_202006_65.176
36973_113.003991293,28.1598524678_202006_77.842
36974_113.004786861,28.1598711522_202006_96.388
37001_113.037984687,28.1546298061_201908_267.65
37002_113.038393031,28.1546372091_201908_269.107
37003_113.036491348,28.154603151_201908_268.708
37004_113.036899696,28.1546103018_201908_268.233
37005_113.030510531,28.153681955_201908_53.633
37006_113.030872422,28.1538708853_201908_58.952
37008_113.031622102,28.1541928368_201908_68.013
37011_113.032818622,28.1544363002_201908_81.67
37012_113.033225963,28.1544654733_201908_85.124
37013_113.03388331,28.1544877713_201908_88.369
37016_113.035108484,28.1544980958_201908_88.326
37018_113.035925295,28.1545021983_201908_88.284
37019_113.030465283,28.1537521602_201908_233.747
37020_113.030824735,28.1539459662_201908_238.768
37022_113.031574855,28.1542674439_201908_247.844
37023_113.031966042,28.1543840119_201908_251.475
37024_113.032366299,28.1544642785_201908_256.21
37027_113.033882245,28.1545685043_201908_268.319
37029_113.034699016,28.1545771947_201908_268.151
37031_113.035515771,28.1545871287_201908_268.287
37032_113.035924132,28.1545935155_201908_268.17
37058_113.020589938,28.1500934569_201908_49.117
43774_112.987951622,28.1598590534_201908_18.461
43811_112.986529685,28.1545484937_201707_355.92
43812_112.986004113,28.1554177044_201707_188.369
43815_112.986124326,28.1536632337_201908_256.771
43819_112.986830355,28.1530503315_201908_3.312
43820_112.982324315,28.1514961096_201707_80.779
43829_112.982463829,28.1500979238_201908_9.887
43832_112.982612534,28.1513140982_201908_8.416
43834_112.98296806,28.15239869_201707_262.949
43838_112.983665297,28.1524185819_201707_197.656
43839_112.986408026,28.1529705774_201908_100.164
43844_112.984921282,28.1520095297_201908_97.24
43845_112.98458809,28.1522219046_201908_121.017
43847_112.983819982,28.1520460997_201908_35.505
43864_112.969496889,28.1547032994_201908_352.891
43865_112.96928679,28.1549579973_201908_238.953
43868_112.968139672,28.154596025_201908_274.158
43869_112.968388202,28.1534008626_201908_69.636
43873_112.967470783,28.1554625718_201908_277.853
43874_112.967868397,28.1553956031_201908_334.607
43877_112.967899628,28.1541739964_201908_1.204
43878_112.96790334,28.1537656026_201908_1.205
43879_112.967907053,28.1533572088_201908_0.874
43881_112.968020997,28.1530871637_201908_151.791
43952_112.968002868,28.153950734_201908_180.902
43956_112.987581618,28.1542013611_201908_272.486
43957_112.987987346,28.1542481007_201908_352.139
44117_113.017302933,28.1521698543_201908_253.353
44126_113.015840896,28.1516587747_201908_180.514
44127_113.015952428,28.1512658926_201908_165.516
44128_113.016064454,28.1508731466_201908_79.196
44130_113.015085342,28.1510475147_201908_164.964
44137_113.015955786,28.150167749_201908_248.479
44138_113.014372714,28.1504961476_201908_342.232
44139_113.014518817,28.1501150263_201908_324.0
510110_112.946182203,28.157832492_201908_282.242
512013_112.998014269,28.1538102253_201908_337.282
512033_112.989863152,28.1567649692_202006_270.654
512034_112.990271536,28.1567602922_202006_269.465
512036_112.991358205,28.1566774328_201908_121.924
512040_112.992804911,28.1561219327_201908_91.31
512049_112.989175607,28.1545605201_201908_288.431
512050_112.989692937,28.1542302759_201908_310.386
512051_112.990050383,28.154039958_201908_286.58
512053_112.990842418,28.1538409323_201908_286.682
512054_112.991238819,28.1537426185_201908_290.703
512056_112.992030465,28.1535414297_201908_290.341
512057_112.998444053,28.1562356328_201908_8.775
512058_112.998438106,28.1558272655_201908_1.683
512059_112.99536815,28.1563780192_201908_104.808
512065_112.997738224,28.1557565228_201908_103.162
512135_112.980048797,28.1507282079_201908_348.871
512142_112.979690161,28.1509147383_201908_174.047
512143_112.9797598,28.1505123086_201908_169.682
512504_112.976929799,28.1589141315_201908_35.155
512507_112.976109837,28.1580165739_201908_56.188
512509_112.977242218,28.1583784927_201908_44.768
512510_112.976946751,28.1581004498_201908_49.818
512511_112.976607414,28.1578732297_201908_56.824
512512_112.976265405,28.1576500052_201908_56.967
512518_112.977375744,28.1598110898_201908_24.781
512547_112.978745567,28.1514289811_201707_95.86
512593_112.974578276,28.1501569811_201908_50.471
512595_112.97508801,28.150689943_201908_357.375
512615_112.981830291,28.1510225928_201707_0.463
512616_112.981828581,28.1506141857_201707_1.01
512674_112.993497324,28.1551230002_201908_95.985
512685_112.97819889,28.1594487041_201908_96.551
512690_112.996798098,28.1537638921_201908_250.012
512691_112.996395125,28.1537109211_201908_273.287
512692_112.995986812,28.1537152005_201908_268.766
512695_112.994781481,28.1535051909_201908_256.534
512697_112.993966789,28.153461242_201908_273.804
512698_112.993558386,28.1534588424_201908_270.452
512699_112.993149982,28.1534564427_201908_272.518
512700_112.992741578,28.1534540431_201908_272.49
512701_112.992692525,28.1537736212_201908_22.318
512913_112.981395979,28.1514371607_201707_269.749
512914_112.981804322,28.1514313302_201707_12.861
512918_112.977551381,28.150766932_201707_43.473
512919_112.977853128,28.1510353266_201707_41.983
512962_112.992338485,28.1530507246_201908_135.364
512963_112.992327969,28.1526424494_201908_238.188
512964_112.992310035,28.1521579016_201908_3.893
513028_112.999080871,28.1543944547_201908_246.379
513031_112.986052206,28.1592569161_202006_344.232
513033_112.985675976,28.1599754693_202006_331.045
513154_112.975662395,28.1572643849_201908_56.814
513155_112.97531679,28.1570467696_201908_55.129
513158_112.974284391,28.1563869943_201908_56.108
513300_112.961548454,28.155032645_201908_270.465
513301_112.961956605,28.1550472015_201908_267.846
513311_112.964973334,28.1520038991_201707_88.743
513314_112.962102349,28.1503290833_201707_269.844
513338_112.971381314,28.1574969844_201908_327.082
513340_112.971774233,28.1570420462_201908_90.434
513342_112.972327647,28.1575799225_201908_144.353
513344_112.970659198,28.1570071796_201908_86.448
513359_112.974484998,28.1598122144_201908_172.902
513363_112.972380272,28.1595380554_201908_264.588
513365_112.972173571,28.1592368755_201908_266.075
513366_112.972578141,28.1592927507_201908_265.77
513377_112.974935732,28.1596006937_201908_85.815
513379_112.975239523,28.1592304065_201707_170.746
513382_112.974028142,28.1586589757_201908_175.405
513384_112.97487007,28.1584978033_201409_264.499
513388_112.975169785,28.1599079198_201707_168.674
513401_112.970398793,28.1596576778_201707_82.304
513402_112.970711649,28.1593951553_201908_133.756
513404_112.971337033,28.1588699674_201908_142.078
513405_112.971590878,28.1585507555_201908_151.051
513406_112.971822045,28.1582140831_201908_150.451
513418_112.968291812,28.1593713148_201908_335.98
513427_112.967752714,28.1570004027_201707_269.127
513429_112.968540904,28.1571957066_201707_255.673
513430_112.968943339,28.1572651555_201707_260.651
513437_112.970281064,28.1561777323_201908_27.654
513438_112.969807706,28.1560699826_201908_91.519
513439_112.970215412,28.1560939656_201908_82.108
513445_112.969938372,28.154598741_201908_92.035
513446_112.96963393,28.1547711407_201908_162.347
513448_112.971396434,28.1566228971_201908_179.489
513449_112.971416021,28.1562149811_201908_180.009
513450_112.97142767,28.1558067566_201908_180.909
513452_112.971470593,28.1549936261_201908_22.757
513455_112.970513746,28.1583802027_201707_71.135
513457_112.970967931,28.1579277586_201707_143.908
513463_112.970222408,28.1578628586_201908_0.341
513473_112.972012913,28.1548819911_201908_56.566
513486_112.956320576,28.1521800148_201908_273.453
513514_112.959394027,28.1594366504_201908_352.571
513522_112.959148803,28.157036889_201908_65.213
513527_112.957668457,28.1557239778_201908_38.595
513535_112.963382458,28.1515809481_201908_268.473
513537_112.964299371,28.1516133084_201908_274.733
513541_112.963794076,28.1506211603_201908_73.474
513542_112.964333673,28.150672758_201908_95.063
513614_112.97259763,28.1566577549_201908_181.264
513735_112.973217152,28.1556774812_201908_44.092
513736_112.972882133,28.1554438969_201908_48.549
513770_112.958243663,28.1520203299_201908_91.925
513771_112.957835327,28.1520125043_201908_91.161
513772_112.957427121,28.1520050367_201908_92.436
513783_112.964644709,28.1525278659_201908_90.582
513784_112.964391402,28.1523880275_201908_341.779
515137_112.998746797,28.1518171617_202006_69.834
515138_112.99913364,28.151948127_202006_70.903
515139_112.999520483,28.1520790924_202006_69.868
515171_112.982072537,28.1523562401_201908_263.651
515173_112.982885089,28.1524396425_201908_265.8
515175_112.981239076,28.1526967093_201908_177.947
515181_112.980136382,28.1543517536_201908_1.487
515182_112.979852126,28.1540672079_201908_4.219
515283_112.993340543,28.1592958662_201707_119.088
515284_112.993272794,28.1588931138_201909_184.653
515292_112.97611618,28.1552266513_201908_224.372
515295_112.97709214,28.1559671273_201908_233.406
515296_112.977371157,28.1562577822_201908_210.456
515304_112.969263859,28.1508589374_201908_314.36
515305_112.969548283,28.1505684988_201908_333.257
515325_112.964149786,28.155144517_201908_268.921
515326_112.964557714,28.1551643559_201908_268.494
515327_112.964965643,28.1551841948_201908_267.42
515337_112.95938893,28.1539479631_201908_212.049
515342_112.981446921,28.1564848339_202006_36.399
515344_112.981115513,28.1557511038_202006_10.362
515345_112.981018923,28.1553542792_202006_9.733
515347_112.980103629,28.1549069631_201908_86.023
515351_112.964800377,28.1526910032_201908_90.334
515354_112.965929578,28.1530241424_201908_48.714
515356_112.966556511,28.1535462491_201908_33.495
515562_112.979826203,28.1517506104_201908_4.195
515619_112.973541994,28.1594193872_201908_85.299
515620_112.974336173,28.159521322_201908_84.995
515622_112.973590137,28.1568838938_201908_175.715
515623_112.9729815,28.1571678789_201908_79.663
515633_112.973946496,28.1585229962_201908_174.605
516000_112.971365271,28.1544603215_201908_56.982
516001_112.971025179,28.1542341871_201908_55.137
516002_112.970684373,28.1540091334_201908_55.594
516003_112.970337389,28.1537940118_201908_239.66
516004_112.969976911,28.1536021113_201908_58.882
516011_112.983474837,28.1525468937_201908_258.343
516012_112.983989226,28.1526581188_201908_254.013
516013_112.984388199,28.1527454122_201908_260.833
516014_112.984790244,28.1528160097_201908_261.225
516016_112.985352798,28.1533508912_201908_242.517
516020_112.986873739,28.1529040588_201908_34.087
516105_113.011642414,28.1515579646_201908_20.545
516120_113.012680234,28.1543196682_201908_98.23
516122_113.013438148,28.154024677_201908_120.42
516127_113.013951143,28.1527726919_201908_5.197
516131_113.012165882,28.1518427673_201908_81.709
516142_113.011060457,28.1510078283_201908_60.187
516171_113.006310413,28.1531753717_201908_183.639
516172_113.006265796,28.1527702013_201908_188.419
516197_113.008865264,28.1581851064_202006_210.069
516230_113.015784693,28.1565312282_201908_140.984
516231_113.015502176,28.1568261577_201908_142.217
516276_113.01922016,28.1535050562_201707_73.502
516277_113.019615025,28.1536093272_201707_71.435
516278_113.020009025,28.1537168484_201707_72.428
516282_113.018080337,28.1539551111_201707_77.123
516287_113.017526595,28.1542410832_201908_157.829
516288_113.017868244,28.1544427557_201707_67.263
516304_113.019147922,28.1578308793_201908_245.976
516312_113.017269943,28.1546857695_201908_151.524
516313_113.016945938,28.1551626486_201908_147.297
516314_113.016682151,28.1554744111_201908_144.663
516318_113.017860865,28.1552726515_201908_330.827
516320_113.01866541,28.1575800417_201908_241.389
516321_113.018302821,28.1573920835_201908_241.97
516323_113.017577643,28.1570161671_201908_239.521
516326_113.016352223,28.1564059712_201908_240.686
516330_113.017451039,28.1569486821_201908_239.995
516334_113.020464423,28.1597880477_201908_153.86
516336_113.020886472,28.1590887303_201908_172.32
516337_113.009390115,28.1597001819_201409_234.875
516700_113.012780927,28.1587722197_201908_70.524
516793_113.046687454,28.1540004925_201908_347.385
517582_113.029465395,28.1510944638_201908_271.157
517619_113.045033599,28.1525553711_201908_94.347
517622_113.04063136,28.1523885764_201908_273.359
517627_113.039817589,28.1526060002_201908_0.921
517632_113.040677849,28.1519797081_201908_181.866
517636_113.040935601,28.1519300706_201908_90.085
517641_113.04173841,28.1527029778_201908_269.989
517642_113.042130645,28.1525954268_201908_359.507
517645_113.042327238,28.1519190682_201707_86.785
517649_113.038447271,28.1525684659_201908_202.946
517656_113.03883819,28.1531867235_201908_272.319
517663_113.040070381,28.1534059289_201908_66.124
517665_113.042132033,28.153427853_201908_90.686
517671_113.040914604,28.1536054259_201908_90.8
517672_113.040318717,28.153596814_201908_278.597
517675_113.039408201,28.1538265684_201908_98.145
517684_113.044565122,28.1531855838_201908_244.287
517694_113.042602306,28.1567126963_201606_354.685
517748_113.038286985,28.1549536565_201908_240.163
517753_113.039884119,28.1570988331_201908_309.889
517768_113.037113327,28.1520684898_201908_189.593
517770_113.037497061,28.1527199048_201908_258.831
517787_113.046208005,28.1542170313_201908_176.339
517949_113.045811403,28.152797479_201908_91.794
517952_113.044971224,28.1541970992_201908_270.356
517981_113.025335794,28.1544556906_201908_90.114
517984_113.026560985,28.1544657269_201908_270.349
517985_113.026969382,28.1544690724_201908_258.06
518133_113.04567541,28.1532138027_201908_91.304
518139_113.046654453,28.1531233583_201908_356.359
518140_113.046719303,28.1527201309_201908_355.662
518142_113.047105351,28.1501605347_201908_356.594
518144_113.047063262,28.1509730482_201908_356.825
518145_113.046950886,28.1513642335_201908_356.096
518210_113.039602309,28.1522305946_201908_83.328
518525_113.005089257,28.1514698743_201908_85.82
518526_113.004912487,28.1518715395_201908_262.656
518528_113.005889755,28.15191972_201908_268.433
518560_113.022611,28.1584573847_201908_265.9
518843_113.037932636,28.1517941989_201908_73.004
520210_113.049562099,28.1551757084_201908_263.367
520211_113.04920817,28.1549775618_201908_264.801
520329_113.047859236,28.1518954699_201908_265.69
520330_113.048125325,28.1514933707_201908_85.267
520422_113.042438387,28.1561016435_201908_89.383
520436_113.030589421,28.153241325_201707_57.973
520581_113.02052438,28.1566433314_201707_323.017
520586_113.019034732,28.1577598985_201908_245.249
520587_113.020016953,28.1587439627_201908_151.198
520589_113.01958286,28.1594358878_201908_152.852
520590_113.01936354,28.1597804026_201908_149.121
520592_113.018725844,28.159927126_201908_57.591
520624_113.009457239,28.1578317965_202006_41.972
520625_113.009764867,28.1581001021_201908_120.3
520626_113.010102217,28.1583301804_202006_57.161
520679_113.021350905,28.1503132782_201908_10.227
524759_113.000388932,28.1554543168_201908_189.777
524835_113.046444605,28.1599812036_201707_206.391
524837_113.046575723,28.1591899062_201707_168.784
525057_113.010497943,28.1530133958_201908_48.98
525491_113.037270135,28.1502846037_201908_181.359
525494_113.037477354,28.1500410617_201908_182.437
525502_113.037569437,28.1500420578_201908_1.779
525706_113.018948575,28.1503424445_201707_165.197
525707_113.018811801,28.1507272715_201908_164.624
525820_113.003745097,28.151482547_201908_245.896
525846_113.018419968,28.1518260892_201908_166.611
T20734_113.097867026,28.2286136855_202004_265.512
T20741_113.097479441,28.228064811_201909_0.034
T20742_113.097870136,28.2285319366_202004_260.266
T20767_113.097447149,28.2291163143_201909_1.112
T20783_113.09729475,28.2299360474_201909_181.13
T20808_113.106201581,28.2152357261_201908_0.014
T20810_113.106087175,28.2160462675_201908_180.294
T20814_113.106107121,28.2153125007_201908_178.876
T20817_113.097493302,28.226670796_201909_0.785
T20818_113.097496069,28.2262623947_201909_0.359
T20819_113.097493144,28.2258540146_201909_359.914
T20821_113.09748152,28.225037276_201909_0.73
T20823_113.097469897,28.2242205373_201909_1.329
T20824_113.097464085,28.223812168_201909_359.032
T20825_113.097458273,28.2234037987_201909_180.065
T20826_113.097452462,28.2229954294_201909_180.223
T20840_113.100720241,28.2212680924_201908_271.394
T20841_113.107630386,28.2212134739_201908_90.557
T20844_113.110492978,28.2212380605_201707_88.216
T20883_113.098976066,28.2287702932_202004_264.257
T20887_113.100610443,28.2289977902_202004_260.37
T20889_113.10141933,28.2291113697_202004_260.584
T20891_113.102228216,28.2292249492_202004_260.44
T20898_113.099803993,28.228803582_202004_260.143
T20899_113.100208491,28.2288599775_202004_260.628
T20900_113.100627426,28.2289189153_202004_260.37
T20904_113.102245128,28.2291465749_202004_260.44
T20906_113.103053979,28.2292604047_202004_260.27
T20910_113.117395435,28.2287268547_201908_178.958
T20911_113.117397808,28.2283184509_201908_181.685
T20913_113.117402555,28.2275016434_201908_180.073
T20914_113.117404719,28.2270932385_201908_180.479
T20917_113.117411067,28.2258680229_201908_176.604
T20923_113.117423395,28.2236907904_201908_180.646
T20927_113.112357665,28.2212645056_201707_89.777
T20928_113.1119493,28.2212583946_201707_89.098
T20929_113.111540935,28.2212522835_201707_53.594
T20931_113.112340759,28.2213471013_201707_268.497
T20934_113.108677819,28.2212170004_201908_89.461
T20936_113.10249663,28.2212447878_201908_90.604
T20937_113.101861627,28.221253571_201908_270.844
T20938_113.091323339,28.221226362_201908_270.411
T20939_113.091731678,28.2212187237_201908_269.378
T20940_113.092140018,28.2212110854_201908_272.029
T20941_113.092548357,28.2212034471_201908_271.296
T20943_113.093364905,28.2212111801_201908_270.315
T20947_113.094997811,28.2212602454_201908_268.823
T20948_113.095406037,28.2212725117_201908_269.042
T20952_113.097039194,28.2213108927_201908_268.718
T20955_113.092137006,28.2211295018_201908_89.742
T20956_113.092545342,28.221121669_201908_90.095
T20958_113.093361884,28.2211292216_201908_90.003
T20963_113.095402999,28.2211911294_201908_88.527
T20964_113.095811221,28.2212035109_201908_89.756
T20966_113.096627795,28.2212228796_201908_89.663
T20967_113.097036147,28.2212298194_201908_89.195
T20968_113.106041383,28.2176602727_201908_179.078
T20982_113.104178411,28.2294990216_202004_260.257
T20984_113.104987232,28.2296130645_202004_259.866
T20987_113.105789311,28.2299131987_202004_359.523
T20991_113.10488702,28.2295170895_202004_259.878
T20992_113.10448253,28.2294606344_202004_260.037
T20993_113.10407804,28.2294041792_202004_260.254
T21046_113.105615598,28.2212986254_202004_249.499
T21096_113.096934063,28.2152298695_201909_187.95
T21097_113.096988731,28.215634605_201909_187.35
T21098_113.097043398,28.2160393404_201909_187.181
T21099_113.097098065,28.2164440759_201909_187.474
T21100_113.097148556,28.2168493531_201909_187.156
T21102_113.107167671,28.207559603_201707_159.682
T21106_113.106093266,28.2190867449_201908_358.735
T21107_113.105192618,28.2212988547_201908_270.826
T21108_113.104784236,28.2213037091_201908_270.327
T21109_113.104375855,28.2213085636_201908_270.823
T21110_113.103313385,28.2212344721_201908_90.682
T21111_113.103721771,28.2212299446_201908_90.926
T21113_113.104666358,28.2212195969_201908_94.44
T21116_113.117553891,28.2176103301_201707_359.39
T21118_113.117561223,28.2167935417_201707_359.246
T21119_113.117564889,28.2163851475_201707_359.139
T21132_113.117483164,28.215164033_201707_179.17
T21135_113.117493853,28.2139388476_201707_179.761
T21136_113.117448989,28.2189548941_201707_179.801
T21137_113.117446706,28.2193632984_201908_180.309
T21140_113.117437863,28.220971405_201908_176.907
T21143_113.117540951,28.2189578982_202005_358.444
T21144_113.117538427,28.2193663011_202005_358.45
T21148_113.116331334,28.2218730557_201908_76.946
T21149_113.116708361,28.2220267617_201908_253.73
T21151_113.111160344,28.2213304049_201603_88.302
T21152_113.10966441,28.2212990736_201707_270.109
T21153_113.1100727,28.2213085111_201707_269.694
T21154_113.11048098,28.2213188473_201707_268.741
T21156_113.108047182,28.221298447_201908_270.372
T21158_113.1068076,28.2212860491_201908_270.262
T21159_113.106399199,28.2212847384_202004_278.81
T21166_113.106192435,28.2296987963_202004_260.464
T21167_113.106597208,28.2297531823_202004_260.81
T21168_113.117483383,28.2295556881_201908_0.381
T21169_113.11748542,28.2291472825_201908_0.636
T21174_113.117495798,28.2271052556_201908_357.586
T21175_113.11749808,28.2266968513_201908_0.084
T21176_113.117500363,28.226288447_201908_1.388
T21179_113.11750721,28.2250632341_201908_0.059
T21181_113.117512594,28.2241051919_201908_0.334
T21183_113.117517189,28.2232883835_201908_0.3
T21186_113.105960089,28.2205632649_202004_173.61
T21189_113.106121764,28.2180707312_201908_357.351
T21194_113.106187324,28.2157657751_201908_359.042
T21215_113.097333546,28.2274797013_201909_181.668
T21216_113.097343093,28.2270714023_201909_180.266
T21225_113.097332289,28.2233958333_201909_180.065
T21233_113.100713218,28.2213489865_201908_271.394
T21235_113.096919162,28.2140451128_201909_7.439
T21240_113.09717085,28.2160709291_201909_7.275
T21241_113.097225474,28.216475667_201909_6.948
T21356_113.113143629,28.221286375_201707_84.144
T21359_113.115122434,28.2216020151_201908_76.072
T21361_113.113172812,28.2213711989_201707_263.742
T21363_113.113985667,28.2214510184_201908_262.66
T21364_113.114739706,28.2216004866_201908_256.48
T21365_113.11514051,28.2216903785_201908_255.765
T21366_113.115539021,28.2217797569_201908_255.126
T21414_113.105836093,28.2271921348_202004_178.389
T21415_113.105849461,28.226783943_202004_178.145
T21419_113.105904163,28.2251154265_202004_358.163
T21422_113.105944325,28.2238908529_202004_358.625
T21425_113.105984487,28.2226662793_202004_358.499
T21427_113.106011262,28.2218498969_202004_355.253
T21428_113.105700567,28.2292216147_202004_178.716
T21430_113.105709702,28.2284048444_202004_178.404
T21432_113.105730418,28.2275883322_202004_178.738
T21433_113.105744047,28.227180149_202004_178.389
T21434_113.105757677,28.2267719658_202004_178.145
T21436_113.105785403,28.2259348095_202004_177.932
T21437_113.105798805,28.2255266188_202004_178.807
T21438_113.105812208,28.2251184281_202004_178.184
T21439_113.105825611,28.2247102374_202004_178.476
T21441_113.105852416,28.2238938561_202004_178.49
T21442_113.105865819,28.2234856654_202004_178.283
T21443_113.105879222,28.2230774747_202004_178.439
T21444_113.105892625,28.222669284_202004_178.681
T21445_113.105906028,28.2222610933_202004_178.435
T21448_113.107408013,28.2072094781_201707_340.131
T21449_113.107561613,28.2068310583_201707_340.112
T21453_113.109251854,28.2068449031_201707_262.391
T21456_113.110468245,28.2069918301_201707_262.386
T21460_113.112086895,28.2072108413_201707_259.718
T21462_113.112893887,28.2073371811_201603_260.2
T21466_113.114510688,28.2075703812_201707_260.684
T21484_113.10805648,28.2066198417_201707_81.403
T21485_113.10846196,28.206668683_201707_262.946
T21487_113.109272919,28.2067663657_201707_82.809
T21488_113.109678399,28.2068152071_201707_82.133
T21489_113.110083878,28.2068640484_201707_83.212
T21492_113.111300318,28.2070105724_201707_260.611
T21493_113.111704524,28.207068612_201707_80.257
T21499_113.114126987,28.2074373609_201707_261.508
T21500_113.114531835,28.2074911834_201707_260.684
T21502_113.115341533,28.2075988284_201707_260.638
T21518_113.116371735,28.2078173566_201707_260.651
T21519_113.116776603,28.207871035_201603_260.219
T21520_113.117181471,28.2079247135_201707_260.703
T21523_113.106145245,28.2136793207_201707_179.534
T21527_113.106175734,28.2120459626_201707_179.694
T21528_113.106181273,28.2116375934_201707_178.849
T21529_113.106187105,28.2112292253_201707_178.307
T21530_113.106193351,28.2108208624_201707_175.818
T21531_113.106224844,28.2104139498_201707_172.881
T21532_113.106289255,28.2100112977_201707_169.127
T21537_113.106954299,28.2080845531_201707_159.687
T21538_113.106227701,28.2141166622_201707_359.174
T21539_113.106235403,28.2137083241_201707_359.471
T21540_113.106243105,28.2132999861_201707_358.949
T21542_113.106258508,28.21248331_201707_359.429
T21545_113.10627934,28.2112582575_201707_358.227
T21547_113.106314751,28.2104428915_201707_352.904
T21548_113.106376813,28.2100398179_201707_169.127
T21551_113.106732357,28.2088692108_201707_340.771
T21552_113.10688633,28.2084909363_201707_339.522
T21562_113.120945141,28.2079866106_201409_89.816
T21563_113.121353551,28.2079864487_201409_90.077
T21564_113.121761962,28.2079862868_201409_90.18
T21565_113.122170373,28.2079861249_201409_89.14
T21566_113.122578783,28.207985963_201409_89.375
T21567_113.122987194,28.2079858011_201409_90.075
T21569_113.123804015,28.2079854772_201409_89.127
T21570_113.124212426,28.2079853153_201409_88.992
T21581_113.117698226,28.2098421141_201707_352.284
T21582_113.117758521,28.2094383266_201707_348.701
T21585_113.115980854,28.2076837818_201707_261.318
T21586_113.116385708,28.207737564_201707_80.023
T21588_113.117195416,28.2078451282_201707_82.776
T21589_113.11760027,28.2078989103_201707_83.011
T21594_113.119302627,28.2080838832_201603_268.477
T21596_113.120119301,28.2080698463_201603_270.387
T21597_113.120527711,28.2080694414_201603_269.637
T21598_113.120936122,28.2080690365_201603_269.372
T21599_113.121344532,28.2080686317_201603_269.374
T21601_113.122161353,28.2080678219_201603_269.781
T21604_113.123386584,28.2080666073_201603_269.248
T21605_113.123794995,28.2080662025_201409_89.405
T21606_113.124203405,28.2080657976_201409_88.992
T21609_113.087752296,28.2213467212_201908_272.849
T21612_113.088976751,28.2213030808_201908_273.217
T21617_113.087340152,28.2212804685_201908_93.599
T21619_113.088156454,28.2212513535_201908_92.53
T21621_113.088972756,28.2212222173_201908_93.519
T21623_113.089789057,28.2211930812_201908_92.496
T21624_113.090197208,28.2211785131_201908_92.806
T21625_113.090605359,28.221163945_201908_92.428
T21632_113.107305789,28.2298482663_202004_80.793
T21634_113.108115368,28.2299567986_202004_80.64
T21642_113.089697448,28.2280908665_202004_267.129
T21644_113.088881747,28.228048102_202004_267.131
T21645_113.088473896,28.2280267198_202004_267.152
T21646_113.088066046,28.2280053376_202004_263.054
T21647_113.087658195,28.2279839554_202004_266.05
