20734_113.097867026,28.2286136855_202004_265.512
515173_112.982885089,28.1524396425_201908_265.8
515181_112.980136382,28.1543517536_201908_1.487
515182_112.979852126,28.1540672079_201908_4.219
515284_112.993272794,28.1588931138_201909_184.653
515292_112.97611618,28.1552266513_201908_224.372
515295_112.97709214,28.1559671273_201908_233.406
515305_112.969548283,28.1505684988_201908_333.257
515325_112.964149786,28.155144517_201908_268.921
515326_112.964557714,28.1551643559_201908_268.494
515327_112.964965643,28.1551841948_201908_267.42
515337_112.95938893,28.1539479631_201908_212.049
515342_112.981446921,28.1564848339_202006_36.399
515344_112.981115513,28.1557511038_202006_10.362
515345_112.981018923,28.1553542792_202006_9.733
515356_112.966556511,28.1535462491_201908_33.495
515620_112.974336173,28.159521322_201908_84.995
515622_112.973590137,28.1568838938_201908_175.715
515623_112.9729815,28.1571678789_201908_79.663
515633_112.973946496,28.1585229962_201908_174.605
516000_112.971365271,28.1544603215_201908_56.982
516001_112.971025179,28.1542341871_201908_55.137
516002_112.970684373,28.1540091334_201908_55.594
516004_112.969976911,28.1536021113_201908_58.882
516011_112.983474837,28.1525468937_201908_258.343
516012_112.983989226,28.1526581188_201908_254.013
516014_112.984790244,28.1528160097_201908_261.225
516016_112.985352798,28.1533508912_201908_242.517
516120_113.012680234,28.1543196682_201908_98.23
516122_113.013438148,28.154024677_201908_120.42
516127_113.013951143,28.1527726919_201908_5.197
516131_113.012165882,28.1518427673_201908_81.709
516172_113.006265796,28.1527702013_201908_188.419
516230_113.015784693,28.1565312282_201908_140.984
516231_113.015502176,28.1568261577_201908_142.217
516276_113.01922016,28.1535050562_201707_73.502
516277_113.019615025,28.1536093272_201707_71.435
516278_113.020009025,28.1537168484_201707_72.428
516282_113.018080337,28.1539551111_201707_77.123
516287_113.017526595,28.1542410832_201908_157.829
516288_113.017868244,28.1544427557_201707_67.263
516312_113.017269943,28.1546857695_201908_151.524
516313_113.016945938,28.1551626486_201908_147.297
516314_113.016682151,28.1554744111_201908_144.663
516321_113.018302821,28.1573920835_201908_241.97
516323_113.017577643,28.1570161671_201908_239.521
516334_113.020464423,28.1597880477_201908_153.86
516336_113.020886472,28.1590887303_201908_172.32
516337_113.009390115,28.1597001819_201409_234.875
516793_113.046687454,28.1540004925_201908_347.385
517582_113.029465395,28.1510944638_201908_271.157
517627_113.039817589,28.1526060002_201908_0.921
517636_113.040935601,28.1519300706_201908_90.085
517641_113.04173841,28.1527029778_201908_269.989
517642_113.042130645,28.1525954268_201908_359.507
517645_113.042327238,28.1519190682_201707_86.785
517649_113.038447271,28.1525684659_201908_202.946
517656_113.03883819,28.1531867235_201908_272.319
517665_113.042132033,28.153427853_201908_90.686
517671_113.040914604,28.1536054259_201908_90.8
517672_113.040318717,28.153596814_201908_278.597
517748_113.038286985,28.1549536565_201908_240.163
517753_113.039884119,28.1570988331_201908_309.889
517768_113.037113327,28.1520684898_201908_189.593
517770_113.037497061,28.1527199048_201908_258.831
517949_113.045811403,28.152797479_201908_91.794
517952_113.044971224,28.1541970992_201908_270.356
517981_113.025335794,28.1544556906_201908_90.114
517984_113.026560985,28.1544657269_201908_270.349
517985_113.026969382,28.1544690724_201908_258.06
518133_113.04567541,28.1532138027_201908_91.304
518139_113.046654453,28.1531233583_201908_356.359
518140_113.046719303,28.1527201309_201908_355.662
518144_113.047063262,28.1509730482_201908_356.825
518145_113.046950886,28.1513642335_201908_356.096
518525_113.005089257,28.1514698743_201908_85.82
518560_113.022611,28.1584573847_201908_265.9
520210_113.049562099,28.1551757084_201908_263.367
520211_113.04920817,28.1549775618_201908_264.801
520330_113.048125325,28.1514933707_201908_85.267
520422_113.042438387,28.1561016435_201908_89.383
520436_113.030589421,28.153241325_201707_57.973
520581_113.02052438,28.1566433314_201707_323.017
520586_113.019034732,28.1577598985_201908_245.249
520587_113.020016953,28.1587439627_201908_151.198
520589_113.01958286,28.1594358878_201908_152.852
520626_113.010102217,28.1583301804_202006_57.161
520679_113.021350905,28.1503132782_201908_10.227
524835_113.046444605,28.1599812036_201707_206.391
524837_113.046575723,28.1591899062_201707_168.784
525057_113.010497943,28.1530133958_201908_48.98
525494_113.037477354,28.1500410617_201908_182.437
525706_113.018948575,28.1503424445_201707_165.197
525707_113.018811801,28.1507272715_201908_164.624
525820_113.003745097,28.151482547_201908_245.896
525846_113.018419968,28.1518260892_201908_166.611
T20734_113.097867026,28.2286136855_202004_265.512
T20741_113.097479441,28.228064811_201909_0.034
T20742_113.097870136,28.2285319366_202004_260.266
T20767_113.097447149,28.2291163143_201909_1.112
T20783_113.09729475,28.2299360474_201909_181.13
T20808_113.106201581,28.2152357261_201908_0.014
T20810_113.106087175,28.2160462675_201908_180.294
T20814_113.106107121,28.2153125007_201908_178.876
T20818_113.097496069,28.2262623947_201909_0.359
T20819_113.097493144,28.2258540146_201909_359.914
T20821_113.09748152,28.225037276_201909_0.73
T20823_113.097469897,28.2242205373_201909_1.329
T20824_113.097464085,28.223812168_201909_359.032
T20826_113.097452462,28.2229954294_201909_180.223
T20840_113.100720241,28.2212680924_201908_271.394
T20841_113.107630386,28.2212134739_201908_90.557
T20844_113.110492978,28.2212380605_201707_88.216
T20883_113.098976066,28.2287702932_202004_264.257
T20887_113.100610443,28.2289977902_202004_260.37
T20889_113.10141933,28.2291113697_202004_260.584
T20891_113.102228216,28.2292249492_202004_260.44
T20900_113.100627426,28.2289189153_202004_260.37
T20904_113.102245128,28.2291465749_202004_260.44
T20906_113.103053979,28.2292604047_202004_260.27
T20910_113.117395435,28.2287268547_201908_178.958
T20913_113.117402555,28.2275016434_201908_180.073
T20914_113.117404719,28.2270932385_201908_180.479
T20928_113.1119493,28.2212583946_201707_89.098
T20931_113.112340759,28.2213471013_201707_268.497
T20936_113.10249663,28.2212447878_201908_90.604
T20937_113.101861627,28.221253571_201908_270.844
T20939_113.091731678,28.2212187237_201908_269.378
T20941_113.092548357,28.2212034471_201908_271.296
T20958_113.093361884,28.2211292216_201908_90.003
T20966_113.096627795,28.2212228796_201908_89.663
T20967_113.097036147,28.2212298194_201908_89.195
T20984_113.104987232,28.2296130645_202004_259.866
T20987_113.105789311,28.2299131987_202004_359.523
T20991_113.10488702,28.2295170895_202004_259.878
T21046_113.105615598,28.2212986254_202004_249.499
T21097_113.096988731,28.215634605_201909_187.35
T21098_113.097043398,28.2160393404_201909_187.181
T21100_113.097148556,28.2168493531_201909_187.156
T21102_113.107167671,28.207559603_201707_159.682
T21107_113.105192618,28.2212988547_201908_270.826
T21108_113.104784236,28.2213037091_201908_270.327
T21109_113.104375855,28.2213085636_201908_270.823
T21116_113.117553891,28.2176103301_201707_359.39
T21118_113.117561223,28.2167935417_201707_359.246
T21132_113.117483164,28.215164033_201707_179.17
T21135_113.117493853,28.2139388476_201707_179.761
T21136_113.117448989,28.2189548941_201707_179.801
T21137_113.117446706,28.2193632984_201908_180.309
T21140_113.117437863,28.220971405_201908_176.907
T21144_113.117538427,28.2193663011_202005_358.45
T21148_113.116331334,28.2218730557_201908_76.946
T21149_113.116708361,28.2220267617_201908_253.73
T21151_113.111160344,28.2213304049_201603_88.302
T21152_113.10966441,28.2212990736_201707_270.109
T21153_113.1100727,28.2213085111_201707_269.694
T21156_113.108047182,28.221298447_201908_270.372
T21158_113.1068076,28.2212860491_201908_270.262
T21159_113.106399199,28.2212847384_202004_278.81
T21166_113.106192435,28.2296987963_202004_260.464
T21167_113.106597208,28.2297531823_202004_260.81
T21168_113.117483383,28.2295556881_201908_0.381
T21169_113.11748542,28.2291472825_201908_0.636
T21174_113.117495798,28.2271052556_201908_357.586
T21175_113.11749808,28.2266968513_201908_0.084
T21179_113.11750721,28.2250632341_201908_0.059
T21181_113.117512594,28.2241051919_201908_0.334
T21189_113.106121764,28.2180707312_201908_357.351
T21194_113.106187324,28.2157657751_201908_359.042
T21235_113.096919162,28.2140451128_201909_7.439
T21356_113.113143629,28.221286375_201707_84.144
T21359_113.115122434,28.2216020151_201908_76.072
T21361_113.113172812,28.2213711989_201707_263.742
T21363_113.113985667,28.2214510184_201908_262.66
T21365_113.11514051,28.2216903785_201908_255.765
T21366_113.115539021,28.2217797569_201908_255.126
T21414_113.105836093,28.2271921348_202004_178.389
T21415_113.105849461,28.226783943_202004_178.145
T21422_113.105944325,28.2238908529_202004_358.625
T21425_113.105984487,28.2226662793_202004_358.499
T21428_113.105700567,28.2292216147_202004_178.716
T21432_113.105730418,28.2275883322_202004_178.738
T21436_113.105785403,28.2259348095_202004_177.932
T21437_113.105798805,28.2255266188_202004_178.807
T21438_113.105812208,28.2251184281_202004_178.184
T21439_113.105825611,28.2247102374_202004_178.476
T21441_113.105852416,28.2238938561_202004_178.49
T21443_113.105879222,28.2230774747_202004_178.439
T21444_113.105892625,28.222669284_202004_178.681
T21445_113.105906028,28.2222610933_202004_178.435
T21448_113.107408013,28.2072094781_201707_340.131
T21453_113.109251854,28.2068449031_201707_262.391
T21460_113.112086895,28.2072108413_201707_259.718
T21462_113.112893887,28.2073371811_201603_260.2
T21466_113.114510688,28.2075703812_201707_260.684
T21484_113.10805648,28.2066198417_201707_81.403
T21485_113.10846196,28.206668683_201707_262.946
T21487_113.109272919,28.2067663657_201707_82.809
T21488_113.109678399,28.2068152071_201707_82.133
T21489_113.110083878,28.2068640484_201707_83.212
T21492_113.111300318,28.2070105724_201707_260.611
T21499_113.114126987,28.2074373609_201707_261.508
T21500_113.114531835,28.2074911834_201707_260.684
T21502_113.115341533,28.2075988284_201707_260.638
T21518_113.116371735,28.2078173566_201707_260.651
T21519_113.116776603,28.207871035_201603_260.219
T21520_113.117181471,28.2079247135_201707_260.703
T21528_113.106181273,28.2116375934_201707_178.849
T21529_113.106187105,28.2112292253_201707_178.307
T21531_113.106224844,28.2104139498_201707_172.881
T21532_113.106289255,28.2100112977_201707_169.127
T21538_113.106227701,28.2141166622_201707_359.174
T21539_113.106235403,28.2137083241_201707_359.471
T21540_113.106243105,28.2132999861_201707_358.949
T21542_113.106258508,28.21248331_201707_359.429
T21547_113.106314751,28.2104428915_201707_352.904
T21548_113.106376813,28.2100398179_201707_169.127
T21562_113.120945141,28.2079866106_201409_89.816
T21563_113.121353551,28.2079864487_201409_90.077
T21566_113.122578783,28.207985963_201409_89.375
T21567_113.122987194,28.2079858011_201409_90.075
T21569_113.123804015,28.2079854772_201409_89.127
T21581_113.117698226,28.2098421141_201707_352.284
T21582_113.117758521,28.2094383266_201707_348.701
T21585_113.115980854,28.2076837818_201707_261.318
T21586_113.116385708,28.207737564_201707_80.023
T21588_113.117195416,28.2078451282_201707_82.776
T21594_113.119302627,28.2080838832_201603_268.477
T21596_113.120119301,28.2080698463_201603_270.387
T21597_113.120527711,28.2080694414_201603_269.637
T21599_113.121344532,28.2080686317_201603_269.374
T21605_113.123794995,28.2080662025_201409_89.405
T21609_113.087752296,28.2213467212_201908_272.849
T21612_113.088976751,28.2213030808_201908_273.217
T21617_113.087340152,28.2212804685_201908_93.599
T21621_113.088972756,28.2212222173_201908_93.519
T21624_113.090197208,28.2211785131_201908_92.806
T21625_113.090605359,28.221163945_201908_92.428
T21632_113.107305789,28.2298482663_202004_80.793
T21634_113.108115368,28.2299567986_202004_80.64
T21644_113.088881747,28.228048102_202004_267.131
T21645_113.088473896,28.2280267198_202004_267.152
T21646_113.088066046,28.2280053376_202004_263.054
T21647_113.087658195,28.2279839554_202004_266.05
T21652_113.087157965,28.2295893093_201909_1.253
T21656_113.087070879,28.2283613576_201909_181.919
T21659_113.087095955,28.229586333_201909_180.96
T21660_113.087104314,28.2299946581_201909_181.606
T21664_113.086249253,28.2279111234_202004_95.061
T21668_113.08461692,28.2278492373_202004_265.889
T21671_113.087501903,28.2278942928_202004_86.037
T21673_113.088317603,28.2279370828_202004_86.319
T21676_113.089541153,28.2280012678_202004_87.535
T21677_113.089949003,28.2280226628_202004_87.141
T21681_113.086204283,28.2278275458_202004_92.747
T21684_113.084980146,28.2277776849_202004_87.142
T21689_113.092920728,28.2282602505_202004_266.827
T21690_113.093328592,28.2282813756_202004_266.397
T21691_113.093736456,28.2283025007_202004_266.722
T21694_113.094960048,28.2283658759_202004_266.921
T21696_113.095775776,28.2284081261_202004_266.306
T21703_113.095695982,28.2283223165_202004_266.303
T21707_113.094064538,28.2282375755_202004_87.323
T21710_113.092840956,28.2281740197_202004_86.727
T21712_113.097454157,28.222554595_201909_1.112
T21716_113.097335328,28.2222353837_201909_180.27
T21723_113.099918074,28.2213583708_201908_271.423
T21724_113.10032645,28.221353028_201908_270.711
T21727_113.098948344,28.2212623687_201908_271.39
T21733_113.097471696,28.2185357811_201909_5.73
T21734_113.09749606,28.2189434644_201909_3.892
T21737_113.09748609,28.2201680498_201909_358.529
T21739_113.097257199,28.2177313137_201909_186.196
T21967_113.07950676,28.2274224795_202004_156.033
T22193_113.081277987,28.227694475_202004_87.166
T22196_113.082502977,28.2277188372_202004_86.651
T22197_113.082911307,28.227726958_202004_86.843
T22245_113.079554933,28.2282042994_202004_180.555
T22246_113.079661373,28.2269676056_201909_0.918
T22247_113.079658762,28.2265592041_201909_181.235
T22348_113.080872653,28.2277676101_202004_268.527
T22349_113.081280979,28.2277759149_202004_267.314
T22354_113.083414356,28.2278177052_202004_266.192
T22384_113.079586348,28.229946661_201909_181.185
T22386_113.079571043,28.2291299831_201909_180.275
T22591_113.07953738,28.2269666055_202004_179.013
T22592_113.079534051,28.2265582085_201909_181.235
T22597_113.079517635,28.2245162215_201909_180.884
T22598_113.079513913,28.2241078277_201909_182.026
T22599_113.079654221,28.2259946071_201909_0.577
T22600_113.079650442,28.2255862139_201909_0.932
T22675_113.078767045,28.2277017182_202004_266.28
T22678_113.077543179,28.2276438731_202004_266.536
T22679_113.077135224,28.2276245914_202004_266.723
T22680_113.076727268,28.2276053097_201908_270.697
T22685_113.074621742,28.2274905124_202004_266.893
T22686_113.074214083,28.2274657542_202004_266.559
T22703_113.077543392,28.2275594897_202004_266.536
T22705_113.076727588,28.2275187347_201908_270.697
T22707_113.075911784,28.2274779796_202004_266.926
T23542_113.073734063,28.2218742238_201908_273.472
T23543_113.074142215,28.2218596842_201908_271.962
T23544_113.074550366,28.2218451447_201908_272.774
T23578_113.083869074,28.2214194228_201908_91.958
T23582_113.08550137,28.2213531155_201908_93.573
T23583_113.085909444,28.2213365387_201908_92.591
T23584_113.086317519,28.2213199619_201908_93.072
T23587_113.07950563,28.2231813947_201909_181.14
T23591_113.076458439,28.2217769259_201908_272.876
T23594_113.077828306,28.2217279864_201908_272.723
T23596_113.078644612,28.2216989727_201908_272.804
T23603_113.080816219,28.2215376344_201908_93.111
T23605_113.081632438,28.2215062684_201908_92.956
T23608_113.082856766,28.2214592194_201908_92.779
T23644_113.078702287,28.2066876991_201908_184.936
T23715_113.078679174,28.2112515669_201908_179.939
T23717_113.078704348,28.2104351336_201908_179.52
T23718_113.078717928,28.2100269488_201908_179.051
T23719_113.078731561,28.2096187657_201908_179.207
T23720_113.078739921,28.2092104711_201908_179.474
T23721_113.078743561,28.2088020767_201908_179.897
T23735_113.079188234,28.2174151034_201909_7.485
T23738_113.079449874,28.2207888699_201707_184.558
T23745_113.079128626,28.2179532898_201909_7.496
T23746_113.079063277,28.2175501411_201909_7.33
T23747_113.078997929,28.2171469925_201909_187.917
T273785_112.986992765,28.1556359278_202006_289.987
T273934_113.015670156,28.1501494952_201908_257.627
T284362_113.045816646,28.1586074639_201908_349.25
T284363_113.045910393,28.1582099581_201908_350.481
T284368_113.046355744,28.1562171063_201908_351.245
T284506_113.047201856,28.1507979046_201908_355.688
T284508_113.04710081,28.1516084518_201908_84.314
T284509_113.047036239,28.1520115614_201908_355.46
T284514_113.0466936,28.1540230104_201908_341.089
T284515_113.046612156,28.154423218_201908_8.651
T284518_113.046345751,28.1556190704_201908_351.454
T284677_113.046018204,28.1583961729_201908_349.425
T284678_113.045867687,28.1587751607_201908_349.636
T284680_113.046199364,28.1579630827_201908_350.682
T284918_113.046518709,28.1554995089_201908_350.714
T284919_113.046612518,28.1551020179_201908_350.207
T28664_112.945009924,28.155417928_201908_261.719
T28906_112.946244211,28.1570116126_201908_198.929
T29059_112.946271253,28.1565849417_201908_15.377
T29061_112.94609565,28.1557875859_201707_53.022
T29157_112.94568597,28.1553949057_201908_83.138
T29923_112.945841924,28.1550107991_201908_182.402
T29924_112.945828849,28.1546025978_201908_181.146
T29927_112.945993078,28.153855687_201908_2.563
T29928_112.94598361,28.1534473896_201707_359.778
T29931_112.945923851,28.1522238063_201707_3.203
T29933_112.945843143,28.1514110139_201908_5.597
T29990_112.945672947,28.1513846113_201908_184.609
T30067_112.991900975,28.1515786865_202006_61.783
T30070_112.989764968,28.1508468271_201908_272.825
T30072_112.988953205,28.1509232246_201908_283.37
T30077_112.988400075,28.1527283519_201908_359.993
T30079_112.988246334,28.151267628_201908_255.679
T30084_112.988084241,28.1527410319_202006_178.621
T30088_112.986765073,28.1505047284_201908_256.589
T30089_112.986367274,28.1504129137_202006_255.672
T30091_112.985593207,28.1501527463_201908_248.351
T30095_112.989569585,28.1504284153_201908_113.602
T30099_112.991113549,28.1515111454_202006_234.274
T30100_112.990794555,28.1512591263_202006_222.473
T30103_112.989462537,28.1507596236_201908_271.057
T30105_112.990274952,28.1507699048_201908_280.645
T30107_112.990935768,28.1512331358_202006_44.245
T30118_112.989856003,28.1500870426_201908_68.945
T30207_112.981683995,28.1571058177_201908_67.212
T30216_112.988189763,28.1528691748_201908_181.597
T30221_112.988240258,28.1508279585_201707_177.951
T30225_112.988112233,28.1503336886_201908_164.472
T30226_112.987849461,28.1509168074_201909_210.7
T30234_112.985784711,28.150050346_201908_71.015
T30245_112.99523834,28.1507605375_201908_70.759
T30248_112.994068321,28.1503970875_202006_71.037
T30366_112.997826748,28.1532512742_201908_69.313
T30371_112.995871503,28.152663787_201908_77.091
T30375_112.997278033,28.1531463334_201908_252.755
T30376_112.997666532,28.1532722994_201908_247.555
T30379_112.99305837,28.1520108385_202006_74.784
T30380_112.993454039,28.1521120563_202006_74.463
T30390_112.992566049,28.1585174299_202006_88.998
T30391_112.992974458,28.1585183158_202006_91.004
T30394_112.993277997,28.1572938271_201908_177.258
T30420_112.990456408,28.1506062738_201908_277.403
T30435_112.979626985,28.151671076_202005_173.649
T30449_112.99092441,28.1586502616_202006_270.277
T30450_112.99133282,28.158649523_202006_269.489
T30451_112.99174123,28.1586487844_202006_269.587
T30453_112.99255805,28.1586473073_202006_269.848
T30562_112.993441842,28.1503994488_201908_259.609
T30564_112.992627806,28.1503558394_201908_274.721
T30575_112.995185372,28.1509048319_201908_249.887
T30576_112.994796703,28.1507793896_201908_250.871
T30610_112.988296161,28.1516848333_201908_0.495
T30642_112.9933785,28.1577211914_201908_177.507
T30708_112.988655886,28.1569103249_202006_9.93
T30710_112.988859378,28.1581080629_202006_0.73
T30714_112.988421145,28.1569502747_202006_188.509
T30718_112.984564297,28.1580174545_202006_70.156
T30724_112.993811929,28.1551137237_201908_139.869
T30725_112.993560992,28.1554354303_201908_150.703
T30733_112.993375329,28.1569412905_201908_184.603
T30788_112.978907993,28.1580044016_201908_348.385
T30790_112.979125978,28.1572172043_201908_347.779
T30796_112.979007301,28.1571798255_201908_167.437
T30816_112.979643961,28.1552541743_201908_350.488
T30946_112.957823991,28.1584740731_201908_19.695
T30947_112.957682188,28.1580910705_201908_20.075
T30955_112.956452839,28.1550673952_201908_25.581
T31196_112.967847476,28.1524846601_201908_176.253
T31200_112.967287362,28.1500702942_201908_26.504
T31216_112.957680476,28.1585020245_201908_199.808
T31218_112.957396584,28.1577361415_201908_201.189
T31221_112.956982468,28.156583026_201908_202.214
T31228_112.955859468,28.1539585046_201908_195.765
T31229_112.955778283,28.153558736_201908_189.741
T31231_112.955731419,28.152745135_201908_182.268
T31414_112.966726574,28.1537467115_201908_147.024
T31425_112.955784737,28.1515990035_201908_181.254
T31426_112.955743847,28.151192649_201908_183.532
T32621_112.999206467,28.1521775841_201908_249.453
T32623_112.99842917,28.1519268396_201908_251.08
T32627_112.998435955,28.1517933239_202006_70.572
T32645_112.98534178,28.1583573927_202006_258.338
T32646_112.984948008,28.1582500433_202006_254.502
T32647_112.984560514,28.1581210184_202006_252.37
T32648_112.98417302,28.1579919935_202006_250.529
T32653_112.982215199,28.1573579693_202006_252.072
T32662_112.979771553,28.1544562942_201908_358.738
T32665_112.979648094,28.1538687023_201908_183.15
T32666_112.97965318,28.1544493946_201908_179.179
T33303_112.993657438,28.1520698141_202006_74.695
T33305_112.992868413,28.1518585398_202006_70.892
T33472_112.966546121,28.1584702105_201908_179.687
T33483_112.966585266,28.1573020093_201707_9.531
T33485_112.966427843,28.1565005605_201908_12.644
T33818_112.979748682,28.1520190017_201908_358.672
T33823_112.979891403,28.1506606493_202005_168.028
T34099_112.988016361,28.1584802577_202006_85.353
T34100_112.986560178,28.1584787098_202006_264.674
T34101_112.986967356,28.1585104199_202006_265.042
T34102_112.987374533,28.1585421301_202006_264.186
T34104_112.989457375,28.1586414524_202006_270.355
T34105_112.989448409,28.1585169395_202006_87.32
T34106_112.990218408,28.1585142841_202006_88.083
T34107_112.988112382,28.1544346603_202006_180.873
T34109_112.988399764,28.1544035903_201908_3.961
T34111_112.988327515,28.1563883973_202006_188.062
T34112_112.988265031,28.1559847948_202006_187.716
T34113_112.98820053,28.1555815106_202006_185.78
T34114_112.988132908,28.154967988_202006_182.149
T34115_112.988567358,28.1563767453_202006_8.057
T34130_112.947327961,28.1590025679_201908_21.885
T34173_112.947451939,28.1597825901_201908_199.1
T34175_112.947155192,28.1590216259_201908_203.284
T34191_113.009199113,28.1586464392_201908_182.425
T34198_113.010687667,28.1588199176_202006_62.18
T34223_113.010653574,28.1590478985_202006_99.707
T34257_113.00585156,28.1552510322_201908_50.632
T34258_113.005519541,28.1550132031_201908_50.346
T34262_113.003906299,28.1538634462_201908_55.189
T34263_113.003564334,28.1536401541_201908_58.629
T34264_113.003207846,28.1534412768_201908_62.589
T34270_113.009064765,28.1589647681_202006_157.92
T34271_113.009092687,28.1585613246_202006_183.767
T34283_113.009198701,28.1595172235_202006_241.388
T34371_113.039865106,28.1558202032_201908_37.1
T34372_113.040178092,28.1560825749_201908_41.964
T34373_113.040491101,28.1563449191_201908_37.602
T34374_113.04079556,28.156616987_201908_33.563
T34387_113.031852033,28.1595362644_201908_222.976
T34410_113.044145401,28.1545558363_201908_87.641
T34412_113.04496219,28.1545629458_201908_268.162
T34414_113.04215382,28.1545503613_201908_268.203
T34416_113.04297064,28.1545517227_201908_88.076
T34417_113.04337905,28.1545524034_201908_268.131
T34418_113.042290209,28.1592010798_201908_189.013
T34420_113.042499936,28.159988513_201908_185.913
T34435_113.037796704,28.1531539319_201908_244.884
T34436_113.037935024,28.153538153_201908_199.708
T34455_113.027661096,28.1528693918_201908_179.394
T34462_113.027857704,28.1560939232_201908_194.467
T34464_113.028208411,28.1568274903_201908_207.276
T34471_113.030340309,28.1586705447_201908_234.027
T34472_113.030683543,28.15889188_201908_234.07
T34631_113.028627785,28.15263101_201908_67.641
T34675_113.00908057,28.157630569_202006_43.676
T34677_113.009679188,28.1581858195_202006_48.429
T34680_113.010743879,28.1587880442_202006_62.18
T34683_113.007663601,28.1565665137_201908_50.19
T34687_113.006347317,28.1555990703_201908_50.985
T34688_113.023442134,28.1516467394_201908_61.233
T34692_113.021940279,28.1509797309_201908_239.309
T34693_113.021578406,28.1507903977_201908_240.667
T34954_113.01543417,28.159653591_202006_252.31
T34992_113.002787676,28.1533714982_201908_246.833
T34994_113.003509645,28.1537510412_201908_239.737
T34997_113.004517776,28.1544463789_201908_231.138
T34998_113.004847005,28.1546880562_201908_230.431
T34999_113.005197533,28.1549405045_201908_230.869
T35001_113.00586149,28.1554162754_201908_230.183
T35003_113.006788276,28.1561149869_201908_231.563
T35004_113.007111334,28.1563648522_201908_230.568
T35009_113.010632772,28.1589785411_202006_99.707
T35080_113.024886223,28.1524468524_201908_345.015
T35081_113.027749854,28.1528846959_201908_179.394
T35083_113.027766416,28.1537012464_201908_180.007
T35085_113.027794262,28.1548592815_201908_179.309
T35091_113.028513432,28.1571481595_201908_33.374
T35092_113.028773963,28.1574626119_201908_38.268
T35093_113.029075356,28.1577369141_201908_48.419
T35097_113.030438592,28.1586345461_201908_54.256
T35098_113.030787125,28.158847373_201908_234.107
T35100_113.031487668,28.1592674166_201908_233.514
T35102_113.021990901,28.1508814311_201908_59.829
T35103_113.022352934,28.1510704563_201908_60.114
T35116_113.026340694,28.1522657707_201908_82.194
T35117_113.026744541,28.1523266558_201908_82.47
T35119_113.028170641,28.1525743409_201908_253.25
T35121_113.028971885,28.1528735354_201908_242.14
T35123_113.041771408,28.1546513775_201908_269.272
T35124_113.042179817,28.154652755_201908_268.203
T35125_113.042588225,28.1546541325_201908_268.436
T35126_113.042996633,28.15465551_201908_266.329
T35127_113.043405042,28.1546568875_201908_268.131
T35129_113.037628816,28.1525488377_201908_193.595
T35133_113.025413831,28.1509842008_201908_158.869
T35135_113.025777448,28.1502527779_201908_155.187
T35479_113.039065258,28.1545181768_201908_87.418
T35482_113.040453367,28.1545510053_201908_88.028
T35483_113.040861742,28.1545536594_201908_88.667
T35496_113.049363419,28.154810867_201908_84.183
T35525_113.040323364,28.1546528635_201908_271.509
T35555_113.048598024,28.1547717637_201908_84.938
T35578_113.023595678,28.1586392718_201908_175.16
T35642_113.04206811,28.1586179884_201908_199.594
T35643_113.042115939,28.1583925378_201908_13.732
T35646_113.041341632,28.1571957709_201908_26.109
T36412_113.000208883,28.1590484113_201908_307.954
T36420_113.000369297,28.1524505885_202006_78.268
T36421_113.000757594,28.1525771773_201908_69.999
T36422_113.001145891,28.1527037661_201908_70.486
T36423_113.001534628,28.1528289826_201908_69.873
T36600_113.038789483,28.1549686357_201908_214.705
T36603_113.039797559,28.155958271_201908_218.318
T36604_113.040114165,28.1562162625_201908_232.629
T36609_113.038346606,28.1539807937_201908_27.174
T36957_113.005439157,28.1598596528_202006_278.038
T36962_113.003223569,28.1596455616_202006_238.143
T36966_113.001778771,28.1588886778_202006_249.645
T36968_113.002171217,28.1589396779_202006_60.075
T36971_113.003243991,28.1595314409_202006_56.439
T36972_113.00360627,28.1597190517_202006_65.176
T36973_113.003991293,28.1598524678_202006_77.842
T37001_113.037984687,28.1546298061_201908_267.65
T37002_113.038393031,28.1546372091_201908_269.107
T37003_113.036491348,28.154603151_201908_268.708
T37005_113.030510531,28.153681955_201908_53.633
T37007_113.03124088,28.1540469747_201908_62.243
T37008_113.031622102,28.1541928368_201908_68.013
T37011_113.032818622,28.1544363002_201908_81.67
T37013_113.03388331,28.1544877713_201908_88.369
T37016_113.035108484,28.1544980958_201908_88.326
T37018_113.035925295,28.1545021983_201908_88.284
T37022_113.031574855,28.1542674439_201908_247.844
T37023_113.031966042,28.1543840119_201908_251.475
T37024_113.032366299,28.1544642785_201908_256.21
T37029_113.034699016,28.1545771947_201908_268.151
T37031_113.035515771,28.1545871287_201908_268.287
T37058_113.020589938,28.1500934569_201908_49.117
T37059_113.020926606,28.1503239849_201908_62.664
T37063_113.037902804,28.1545132773_201908_88.829
T43774_112.987951622,28.1598590534_201908_18.461
T43812_112.986004113,28.1554177044_201707_188.369
T43815_112.986124326,28.1536632337_201908_256.771
T43818_112.986878815,28.1534556638_201908_3.459
T43847_112.983819982,28.1520460997_201908_35.505
T43868_112.968139672,28.154596025_201908_274.158
T43870_112.968769298,28.1535475026_201908_66.722
T43873_112.967470783,28.1554625718_201908_277.853
T43878_112.96790334,28.1537656026_201908_1.205
T43881_112.968020997,28.1530871637_201908_151.791
T43956_112.987581618,28.1542013611_201908_272.486
T44114_113.016145722,28.1521397975_201908_251.991
T44117_113.017302933,28.1521698543_201908_253.353
